SBA Loan Number,Maturity Date,Net Rate,Originator Rate,Outstanding Balance,Pool Number,holder
5400579104,01/17/2034,9.82500,0.28000,"$123,232.30",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5405869107,02/15/2034,9.82500,0.28000,"$150,062.98",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5467739109,11/21/2034,9.82500,0.02000,"$148,825.72",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5470359103,02/13/2034,9.82500,0.28000,"$123,950.14",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5510769103,01/09/2034,9.82500,0.28000,"$123,273.84",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5514149102,01/29/2034,9.82500,0.28000,"$15,084.71",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5524279110,02/16/2034,9.82500,0.28000,"$123,930.64",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5547459108,01/17/2034,9.82500,0.28000,"$123,232.31",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5549069102,01/02/2034,9.82500,0.28000,"$123,274.66",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5556139108,01/19/2034,9.82500,0.28000,"$199,346.37",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5568929106,02/01/2034,9.82500,0.28000,"$70,238.41",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5574409110,01/11/2034,9.82500,0.28000,"$102,728.90",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5576709110,01/02/2034,9.82500,0.28000,"$123,274.75",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5579829106,02/08/2034,9.82500,0.28000,"$182,279.63",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5580219108,01/08/2034,9.82500,0.28000,"$123,274.66",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5587549105,01/02/2034,9.82500,0.28000,"$123,274.66",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5589899109,01/16/2034,9.82500,0.28000,"$123,232.30",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5592429109,01/12/2034,9.82500,0.28000,"$123,274.66",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5594169107,01/22/2034,9.82500,0.28000,"$98,585.83",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5595359107,01/04/2034,9.82500,0.28000,"$123,274.67",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5598739109,01/29/2034,9.82500,0.28000,"$123,232.31",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5599179109,02/07/2034,9.82500,0.28000,"$123,950.14",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5603199108,01/05/2034,9.82500,0.28000,"$123,274.66",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5603909107,02/21/2034,9.82500,0.28000,"$123,930.65",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5604119108,01/26/2034,9.82500,0.28000,"$123,232.30",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5604719100,01/03/2034,9.82500,0.28000,"$123,274.67",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5605269109,02/12/2034,9.82500,0.28000,"$123,950.14",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5611479109,02/08/2034,9.82500,0.28000,"$182,279.63",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5614779100,01/11/2034,9.82500,0.28000,"$123,273.84",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5615579101,01/16/2034,9.82500,0.28000,"$123,232.30",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5615639106,01/26/2034,9.82500,0.28000,"$123,232.30",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5615649109,01/25/2034,9.82500,0.28000,"$123,232.31",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5617459104,01/17/2034,9.82500,0.28000,"$123,232.31",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5618829110,01/30/2034,9.82500,0.28000,"$123,232.30",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5620379105,01/08/2034,9.82500,0.28000,"$123,274.66",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5622629101,01/05/2034,9.82500,0.28000,"$123,274.66",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5623279105,01/12/2034,9.82500,0.28000,"$123,274.66",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5624009107,01/16/2034,9.82500,0.28000,"$123,232.31",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5624089109,01/18/2034,9.82500,0.28000,"$105,158.23",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5625139102,01/22/2034,9.82500,0.28000,"$123,232.31",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5626389109,01/11/2034,9.82500,0.28000,"$123,274.67",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5626869100,01/25/2034,9.82500,0.28000,"$65,723.87",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5627259107,01/29/2034,9.82500,0.28000,"$123,232.31",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5628589103,01/12/2034,9.82500,0.28000,"$123,274.66",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5629329108,01/08/2034,9.82500,0.28000,"$125,672.24",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5630029109,01/19/2034,9.82500,0.28000,"$199,346.37",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5631599107,01/26/2034,9.82500,0.28000,"$181,223.98",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5632709105,01/09/2034,9.82500,0.28000,"$123,274.66",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5632879110,01/09/2034,9.82500,0.28000,"$123,274.66",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5639279110,01/24/2034,9.82500,0.28000,"$123,232.31",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5643219106,01/25/2034,9.82500,0.28000,"$41,379.15",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5643429110,01/19/2034,9.82500,0.28000,"$123,232.30",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5643639103,01/24/2034,9.82500,0.28000,"$123,232.31",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5643649106,02/05/2034,9.82500,0.28000,"$123,950.14",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5643659109,02/01/2034,9.82500,0.28000,"$123,950.15",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5644709102,01/22/2034,9.82500,0.28000,"$123,232.31",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5644909103,01/23/2034,9.82500,0.28000,"$123,232.30",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5645109101,01/23/2034,9.82500,0.28000,"$144,979.17",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5649639104,01/19/2034,9.82500,0.28000,"$123,232.30",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5649809107,01/29/2034,9.82500,0.28000,"$41,441.44",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5649899101,01/18/2034,9.82500,0.28000,"$181,223.98",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5649999107,02/01/2034,9.82500,0.28000,"$123,950.15",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5656409103,01/24/2034,9.82500,0.28000,"$123,232.31",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5656809105,01/24/2034,9.82500,0.28000,"$181,223.97",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5657429100,01/26/2034,9.82500,0.28000,"$41,391.23",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5657579110,01/31/2034,9.82500,0.28000,"$98,585.84",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5658039103,01/25/2034,9.82500,0.28000,"$102,693.56",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5660439104,02/01/2034,9.82500,0.28000,"$123,950.15",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5660589103,01/30/2034,9.82500,0.28000,"$123,232.30",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5660819100,02/08/2034,9.82500,0.28000,"$145,823.72",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5661129107,01/22/2034,9.82500,0.28000,"$123,254.95",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5662369100,01/30/2034,9.82500,0.28000,"$182,827.91",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5663269107,01/29/2034,9.82500,0.28000,"$123,232.31",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5663679101,02/07/2034,9.82500,0.28000,"$123,950.14",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5663889105,02/01/2034,9.82500,0.28000,"$103,291.79",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5664069108,02/01/2034,9.82500,0.28000,"$123,950.15",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5664159100,02/05/2034,9.82500,0.28000,"$103,291.79",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5665749102,02/06/2034,9.82500,0.28000,"$62,797.15",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5665949103,02/08/2034,9.82500,0.28000,"$124,891.60",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5667839109,01/30/2034,9.82500,0.28000,"$86,108.10",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5667999100,02/13/2034,9.82500,0.28000,"$108,749.12",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5668059102,02/02/2034,9.82500,0.28000,"$41,642.89",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5668089100,01/26/2034,9.82500,0.28000,"$38,493.84",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5668369101,02/05/2034,9.82500,0.28000,"$123,950.14",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5669369103,01/26/2034,9.82500,0.28000,"$41,391.23",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5671169101,01/30/2034,9.82500,0.28000,"$182,827.91",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5671309106,01/26/2034,9.82500,0.28000,"$39,818.38",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5671619105,02/02/2034,9.82500,0.28000,"$41,642.89",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5672849106,02/02/2034,9.82500,0.28000,"$124,816.07",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5672869101,02/09/2034,9.82500,0.28000,"$123,950.14",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5672939109,02/07/2034,9.82500,0.28000,"$123,950.14",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5672949101,01/29/2034,9.82500,0.28000,"$40,806.43",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5673909102,02/14/2034,9.82500,0.28000,"$123,950.14",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5674189102,02/13/2034,9.82500,0.52000,"$22,208.36",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5674549103,01/30/2034,9.82500,0.28000,"$124,323.00",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5677019103,01/26/2034,9.82500,0.28000,"$28,477.17",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5677919102,01/30/2034,9.82500,0.28000,"$124,323.00",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5677929105,01/31/2034,9.82500,0.28000,"$124,174.74",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5678089104,02/06/2034,9.82500,0.28000,"$124,927.98",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5678549100,02/16/2034,9.82500,0.28000,"$123,930.64",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5678609105,02/15/2034,9.82500,0.28000,"$123,930.65",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5679469102,02/02/2034,9.82500,0.28000,"$104,773.44",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5680229108,01/31/2034,9.82500,0.28000,"$41,391.57",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5680329103,02/13/2034,9.82500,0.28000,"$102,832.52",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5680369104,01/31/2034,9.82500,0.28000,"$66,016.17",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5680459107,02/01/2034,9.82500,0.28000,"$54,552.89",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5680499108,02/07/2034,9.82500,0.28000,"$183,885.81",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5681059107,01/30/2034,9.82500,0.28000,"$41,441.01",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5682209106,02/05/2034,9.82500,0.28000,"$20,814.98",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5682289108,02/15/2034,9.82500,0.28000,"$111,537.57",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5682329107,01/30/2034,9.82500,0.28000,"$41,441.01",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5682369108,02/06/2034,9.82500,0.28000,"$123,950.14",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5682389103,02/01/2034,9.82500,0.28000,"$41,644.27",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5682629103,02/09/2034,9.82500,0.28000,"$82,633.45",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5683749106,01/31/2034,9.82500,0.28000,"$20,994.26",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5684149105,02/12/2034,9.82500,0.28000,"$123,950.14",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5684599100,01/31/2034,9.82500,0.28000,"$41,441.30",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5684709107,02/06/2034,9.82500,0.28000,"$124,927.98",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5684759100,02/06/2034,9.82500,0.28000,"$183,717.63",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5685309107,02/05/2034,9.82500,0.28000,"$123,950.14",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5685649104,01/30/2034,9.82500,0.28000,"$23,124.08",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5685659107,01/31/2034,9.82500,0.28000,"$41,441.30",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5685679102,01/30/2034,9.82500,0.28000,"$41,441.01",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5685699108,01/31/2034,9.82500,0.28000,"$41,441.30",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5685709109,02/01/2034,9.82500,0.28000,"$41,643.44",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5686419107,02/01/2034,9.82500,0.28000,"$41,643.44",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5686689107,02/02/2034,9.82500,0.28000,"$41,642.89",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5686979100,02/13/2034,9.82500,0.28000,"$218,735.52",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5687869104,02/06/2034,9.82500,0.28000,"$37,771.65",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5688719107,02/13/2034,9.82500,0.28000,"$183,717.63",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5689709106,02/14/2034,9.82500,0.28000,"$123,950.14",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5690349102,02/07/2034,9.82500,0.28000,"$30,426.96",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5690379100,02/09/2034,9.82500,0.28000,"$183,661.67",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5690409107,02/21/2034,9.82500,0.28000,"$124,892.28",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5690419110,02/06/2034,9.82500,0.28000,"$41,642.63",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5690439105,02/09/2034,9.82500,0.28000,"$124,889.95",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5690449108,02/08/2034,9.82500,0.28000,"$103,291.78",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5690499101,02/13/2034,9.82500,0.28000,"$84,284.73",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5690919107,02/06/2034,9.82500,0.28000,"$83,285.32",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5691149103,02/09/2034,9.82500,0.28000,"$34,219.84",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5691189104,02/13/2034,9.82500,0.28000,"$91,793.35",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5691219100,02/06/2034,9.82500,0.28000,"$41,642.63",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5691279107,02/16/2034,9.82500,0.28000,"$41,592.48",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5692449101,02/06/2034,9.82500,0.28000,"$42,247.31",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5692639110,02/07/2034,9.82500,0.28000,"$14,715.58",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5692659105,02/13/2034,9.82500,0.28000,"$77,288.75",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5692799101,02/14/2034,9.82500,0.28000,"$41,680.77",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5692859106,02/07/2034,9.82500,0.28000,"$41,406.30",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5692889104,02/09/2034,9.82500,0.28000,"$41,629.99",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5693359100,02/09/2034,9.82500,0.28000,"$123,950.14",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5693909110,02/07/2034,9.82500,0.28000,"$41,680.77",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5693979109,02/13/2034,9.82500,0.28000,"$14,991.37",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5694009102,02/07/2034,9.82500,0.28000,"$35,225.29",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5694179107,02/06/2034,9.82500,0.28000,"$123,950.14",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5694529105,02/12/2034,9.82500,0.28000,"$16,235.68",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5694769107,02/07/2034,9.82500,0.28000,"$41,680.77",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5695149100,02/07/2034,9.82500,0.28000,"$41,680.77",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5695269101,02/16/2034,9.82500,0.28000,"$123,930.64",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5695309100,02/20/2034,9.82500,0.28000,"$183,717.63",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5695399105,02/07/2034,9.82500,0.28000,"$41,680.77",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5696079105,02/14/2034,9.82500,0.28000,"$124,779.69",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5696169108,02/23/2034,9.82500,0.28000,"$108,820.80",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5697169110,02/09/2034,9.82500,0.28000,"$25,810.61",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5697239107,02/09/2034,9.82500,0.28000,"$42,005.47",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5697299103,02/06/2034,9.82500,0.28000,"$28,150.43",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5698219103,02/13/2034,9.82500,0.28000,"$21,772.56",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5698619105,02/21/2034,9.82500,0.28000,"$124,325.62",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5698709108,02/08/2034,9.82500,0.28000,"$41,630.56",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5698719100,02/07/2034,9.82500,0.28000,"$41,630.75",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5698729103,02/12/2034,9.82500,0.28000,"$16,568.74",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5699269109,02/21/2034,9.82500,0.28000,"$158,025.45",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5699719102,02/14/2034,9.82500,0.28000,"$41,593.22",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5700529102,02/13/2034,9.82500,0.28000,"$41,642.63",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5700659106,02/07/2034,9.82500,0.28000,"$41,680.77",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5700919101,02/09/2034,9.82500,0.28000,"$183,661.67",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5700969105,02/09/2034,9.82500,0.28000,"$183,661.67",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5701719102,02/13/2034,9.82500,0.28000,"$31,398.58",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5702389101,02/09/2034,9.82500,0.28000,"$41,626.98",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5703269102,02/13/2034,9.82500,0.28000,"$22,606.00",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5704099101,02/13/2034,9.82500,0.28000,"$30,066.02",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5704389105,02/13/2034,9.82500,0.28000,"$41,198.23",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5704819103,02/13/2034,9.82500,0.28000,"$41,642.63",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5705549107,02/20/2034,9.82500,0.28000,"$124,927.98",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5706829110,02/21/2034,9.82500,0.28000,"$123,930.65",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5707049103,02/16/2034,9.82500,0.28000,"$168,961.50",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5707629100,02/22/2034,9.82500,0.28000,"$41,630.56",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5707679104,02/16/2034,9.82500,0.28000,"$39,413.88",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5707769107,02/16/2034,9.82500,0.28000,"$41,592.48",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5707959105,02/20/2034,9.82500,0.78000,"$20,672.04",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5708219108,02/21/2034,9.82500,0.28000,"$126,781.07",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5708509101,02/14/2034,9.82500,0.28000,"$41,680.77",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5708599106,02/16/2034,9.82500,0.28000,"$33,273.98",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5709389104,02/20/2034,9.82500,0.28000,"$41,642.63",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5709629104,02/14/2034,9.82500,0.28000,"$123,950.14",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5709679108,02/13/2034,9.82500,0.28000,"$41,642.63",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5709809110,02/14/2034,9.82500,0.28000,"$41,742.86",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5710059107,02/20/2034,9.82500,0.28000,"$183,717.63",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5710479104,02/14/2034,9.82500,0.28000,"$41,731.85",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5710679105,02/20/2034,9.82500,0.28000,"$124,927.98",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5711159104,02/21/2034,9.82500,0.28000,"$41,680.77",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5712069103,02/20/2034,9.82500,0.28000,"$67,877.54",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5712239106,02/20/2034,9.82500,0.28000,"$124,927.98",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5712249109,02/14/2034,9.82500,0.28000,"$41,680.77",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5712419101,02/14/2034,9.82500,0.28000,"$15,088.43",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5712569100,02/20/2034,9.82500,0.28000,"$183,717.63",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5712859104,02/23/2034,9.82500,0.28000,"$41,629.99",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5712899105,02/20/2034,9.82500,0.28000,"$36,310.64",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5714469109,02/21/2034,9.82500,0.28000,"$99,710.77",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5715459108,02/21/2034,9.82500,0.28000,"$51,267.38",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5715499109,02/23/2034,9.82500,0.28000,"$58,365.21",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5718709106,02/16/2034,9.82500,0.28000,"$41,092.20",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5719799102,02/20/2034,9.82500,0.28000,"$123,930.64",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5720519107,02/22/2034,9.82500,0.28000,"$41,630.56",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5720699104,02/19/2034,9.82500,0.28000,"$27,725.65",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5720779104,02/22/2034,9.82500,0.28000,"$27,476.16",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5723139106,02/22/2034,9.82500,0.28000,"$40,869.57",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5723359102,02/23/2034,9.32500,0.28000,"$16,595.84",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5724509101,02/23/2034,9.82500,0.28000,"$42,248.07",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5725489110,02/28/2034,9.82500,0.28000,"$655,423.32",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5730099105,02/23/2034,9.82500,0.28000,"$41,629.99",530554,"FHN FINANCIAL CAPITAL MARKETS, "
5730199100,02/23/2034,9.82500,0.28000,"$41,629.99",530554,"FHN FINANCIAL CAPITAL MARKETS, "
1059779102,02/28/2034,5.85000,3.25500,"$397,916.83",530558,"RAYMOND JAMES BANK, N.A., "
4995819108,02/14/2034,5.85000,3.20500,"$674,943.57",530558,"RAYMOND JAMES BANK, N.A., "
5050769101,07/13/2033,5.85000,3.20500,"$492,341.70",530558,"RAYMOND JAMES BANK, N.A., "
5051229105,07/17/2033,5.85000,3.50500,"$291,863.56",530558,"RAYMOND JAMES BANK, N.A., "
5097039102,09/27/2033,5.85000,2.75500,"$248,158.13",530558,"RAYMOND JAMES BANK, N.A., "
5137299105,01/28/2034,5.85000,3.00500,"$56,826.50",530558,"RAYMOND JAMES BANK, N.A., "
5188199110,02/03/2034,5.85000,4.25500,"$77,783.97",530558,"RAYMOND JAMES BANK, N.A., "
5197459107,07/31/2033,5.85000,3.00500,"$349,164.97",530558,"RAYMOND JAMES BANK, N.A., "
5207049107,02/23/2034,5.85000,2.85500,"$650,173.89",530558,"RAYMOND JAMES BANK, N.A., "
5213309109,07/27/2033,5.85000,4.25500,"$127,500.00",530558,"RAYMOND JAMES BANK, N.A., "
5220139104,02/24/2034,5.85000,4.50500,"$86,620.59",530558,"RAYMOND JAMES BANK, N.A., "
5256689107,08/18/2033,5.35000,4.50500,"$41,893.45",530558,"RAYMOND JAMES BANK, N.A., "
5288319106,10/06/2033,5.35000,2.95500,"$708,639.31",530558,"RAYMOND JAMES BANK, N.A., "
5316579101,09/21/2033,5.85000,2.70500,"$1,413,573.37",530558,"RAYMOND JAMES BANK, N.A., "
5346319105,01/25/2034,5.85000,4.25500,"$236,920.39",530558,"RAYMOND JAMES BANK, N.A., "
5357689106,09/28/2033,5.85000,2.95500,"$398,327.15",530558,"RAYMOND JAMES BANK, N.A., "
5451139101,02/09/2034,5.85000,3.00500,"$298,387.00",530558,"RAYMOND JAMES BANK, N.A., "
5561719110,12/08/2033,5.85000,4.00500,"$84,235.19",530558,"RAYMOND JAMES BANK, N.A., "
5580249106,12/21/2033,5.85000,3.00500,"$163,351.87",530558,"RAYMOND JAMES BANK, N.A., "
5597669110,12/22/2033,5.85000,4.25500,"$165,922.03",530558,"RAYMOND JAMES BANK, N.A., "
